uri,uri_canonical,id,name,lat,lon,op_type,op_type_label,country,op_type_code,op_type_name
http://data.europa.eu/949/functionalInfrastructure/operationalPoints/04ac7dc1b9a68f318e928b13611088d6474f98e9,http://data.europa.eu/949/functionalInfrastructure/operationalPoints/SK143669,SK143669,Skalica na Slovensku,48.85001,17.21852,http://data.europa.eu/949/concepts/op-types/rinf/10,10,http://publications.europa.eu/resource/authority/country/SVK,10,station
http://data.europa.eu/949/functionalInfrastructure/operationalPoints/04ea461b6af6aecb40bcf8abc4af8de511301244,http://data.europa.eu/949/functionalInfrastructure/operationalPoints/SK143206,SK143206,Podolínec,49.25498,20.5269,http://data.europa.eu/949/concepts/op-types/rinf/10,10,http://publications.europa.eu/resource/authority/country/SVK,10,station
http://data.europa.eu/949/functionalInfrastructure/operationalPoints/04edbbf89626cf660c22b66fdddef49c6b3eceab,http://data.europa.eu/949/functionalInfrastructure/operationalPoints/SK157966,SK157966,Vlčany,48.029833,17.93657,http://data.europa.eu/949/concepts/op-types/rinf/30,30,http://publications.europa.eu/resource/authority/country/SVK,30,passenger terminal
http://data.europa.eu/949/functionalInfrastructure/operationalPoints/0542e7d0b15879713c99c7dafb20470772e428bb,http://data.europa.eu/949/functionalInfrastructure/operationalPoints/SK173153,SK173153,Handlová,48.72552,18.75417,http://data.europa.eu/949/concepts/op-types/rinf/10,10,http://publications.europa.eu/resource/authority/country/SVK,10,station
http://data.europa.eu/949/functionalInfrastructure/operationalPoints/077108e2b7fd6f4a9d04d4d6d9368fa90ff7302a,http://data.europa.eu/949/functionalInfrastructure/operationalPoints/SK133538,SK133538,Kostiviarska,48.75893,19.14361,http://data.europa.eu/949/concepts/op-types/rinf/110,110,http://publications.europa.eu/resource/authority/country/SVK,110,technical change
http://data.europa.eu/949/functionalInfrastructure/operationalPoints/0aa9c1bc8d657bdebf46ee7bf9c10186f75db737,http://data.europa.eu/949/functionalInfrastructure/operationalPoints/SK143503,SK143503,Stará Ľubovňa,49.30823,20.68026,http://data.europa.eu/949/concepts/op-types/rinf/10,10,http://publications.europa.eu/resource/authority/country/SVK,10,station
http://data.europa.eu/949/functionalInfrastructure/operationalPoints/0c3dd30aa5d5e6d28c688ce7b510760f787807b1,http://data.europa.eu/949/functionalInfrastructure/operationalPoints/SK188037,SK188037,Breziny nákladisko,48.518309,19.100246,http://data.europa.eu/949/concepts/op-types/rinf/30,30,http://publications.europa.eu/resource/authority/country/SVK,30,passenger terminal
http://data.europa.eu/949/functionalInfrastructure/operationalPoints/0eed44e3e4cf852502305d2e250530d02c08b923,http://data.europa.eu/949/functionalInfrastructure/operationalPoints/SK133603,SK133603,Spišská Nová Ves,48.95038,20.56114,http://data.europa.eu/949/concepts/op-types/rinf/10,10,http://publications.europa.eu/resource/authority/country/SVK,10,station
http://data.europa.eu/949/functionalInfrastructure/operationalPoints/10ff42aa657ebb96f57da77ab0a8abfd25d6162f,http://data.europa.eu/949/functionalInfrastructure/operationalPoints/SK154401,SK154401,Jelšava,48.62326,20.24216,http://data.europa.eu/949/concepts/op-types/rinf/10,10,http://publications.europa.eu/resource/authority/country/SVK,10,station
http://data.europa.eu/949/functionalInfrastructure/operationalPoints/13f2833974598e6f0f3ed447fbf5111e04bc5ff0,http://data.europa.eu/949/functionalInfrastructure/operationalPoints/SK190090,SK190090,Odb. Vinohrady,48.19383,17.144,http://data.europa.eu/949/concepts/op-types/rinf/80,80,http://publications.europa.eu/resource/authority/country/SVK,80,junction
